3	a	303	b	t	0
3	a	154	b	t	0
3	a	138	b	t	0
3	a	257	b	t	0
3	a	77	b	t	0
3	a	115	b	t	0
3	a	299	b	t	0
3	a	272	b	t	0
171	a	293	b	t	107
69	a	272	b	t	6
39	a	78	b	t	3
173	a	296	b	t	107
72	a	289	b	t	7
2	a	273	b	t	0
145	a	173	b	t	104
232	a	240	b	t	203
83	a	242	b	t	8
90	a	264	b	t	9
32	a	90	b	t	3
178	a	191	b	t	107
73	a	222	b	t	7
51	a	192	b	t	5
73	a	264	b	t	7
57	a	185	b	t	5
57	a	260	b	t	5
57	a	81	b	t	5
57	a	290	b	t	5
44	a	57	b	t	4
57	a	192	b	t	5
57	a	244	b	t	5
51	a	57	b	t	5
9	a	215	b	t	0
111	a	267	b	t	101
243	a	267	b	t	204
13	a	267	b	t	1
112	a	224	b	t	101
90	a	220	b	t	9
80	a	90	b	t	8
12	a	241	b	t	1
218	a	268	b	t	201
70	a	265	b	t	7
37	a	49	b	t	3
37	a	284	b	t	3
37	a	154	b	t	3
37	a	257	b	t	3
26	a	89	b	t	2
46	a	218	b	t	4
11	a	168	b	t	1
49	a	77	b	t	4
28	a	199	b	t	2
78	a	186	b	t	7
186	a	280	b	t	108
108	a	125	b	t	100
154	a	230	b	t	105
154	a	284	b	t	105
138	a	154	b	t	103
154	a	257	b	t	105
154	a	299	b	t	105
111	a	218	b	t	101
32	a	264	b	t	3
152	a	306	b	t	105
117	a	267	b	t	101
138	a	299	b	t	103
257	a	299	b	t	205
28	a	241	b	t	2
117	a	305	b	t	101
51	a	99	b	t	5
52	a	269	b	t	5
86	a	265	b	t	8
7	a	226	b	t	0
155	a	226	b	t	105
166	a	226	b	t	106
218	a	226	b	t	201
226	a	253	b	t	202
117	a	226	b	t	101
91	a	226	b	t	9
111	a	226	b	t	101
226	a	298	b	t	202
226	a	243	b	t	202
13	a	226	b	t	1
226	a	304	b	t	202
151	a	288	b	t	105
298	a	305	b	t	209
37	a	273	b	t	3
49	a	284	b	t	4
257	a	284	b	t	205
76	a	272	b	t	7
111	a	305	b	t	101
167	a	269	b	t	106
50	a	182	b	t	5
50	a	78	b	t	5
192	a	267	b	t	109
122	a	193	b	t	102
154	a	273	b	t	105
16	a	273	b	t	1
7	a	253	b	t	0
28	a	214	b	t	2
192	a	244	b	t	109
37	a	299	b	t	3
24	a	242	b	t	2
50	a	280	b	t	5
39	a	280	b	t	3
98	a	152	b	t	9
166	a	267	b	t	106
232	a	267	b	t	203
12	a	28	b	t	1
147	a	242	b	t	104
267	a	268	b	t	206
181	a	242	b	t	108
49	a	272	b	t	4
115	a	154	b	t	101
49	a	154	b	t	4
49	a	76	b	t	4
163	a	288	b	t	106
224	a	268	b	t	202
173	a	281	b	t	107
232	a	268	b	t	203
193	a	200	b	t	109
73	a	220	b	t	7
24	a	83	b	t	2
186	a	237	b	t	108
39	a	186	b	t	3
138	a	256	b	t	103
200	a	288	b	t	200
52	a	296	b	t	5
226	a	267	b	t	202
143	a	222	b	t	104
192	a	260	b	t	109
81	a	192	b	t	8
44	a	192	b	t	4
192	a	240	b	t	109
239	a	307	b	t	203
7	a	99	b	t	0
117	a	268	b	t	101
99	a	268	b	t	9
191	a	211	b	t	109
252	a	289	b	t	205
136	a	222	b	t	103
37	a	77	b	t	3
103	a	231	b	t	100
103	a	200	b	t	100
103	a	304	b	t	100
99	a	103	b	t	9
169	a	214	b	t	106
9	a	28	b	t	0
28	a	144	b	t	2
91	a	267	b	t	9
59	a	98	b	t	5
111	a	260	b	t	101
34	a	111	b	t	3
13	a	111	b	t	1
56	a	111	b	t	5
80	a	248	b	t	8
51	a	244	b	t	5
77	a	154	b	t	7
245	a	280	b	t	204
106	a	277	b	t	100
218	a	231	b	t	201
77	a	228	b	t	7
98	a	239	b	t	9
62	a	98	b	t	6
202	a	268	b	t	200
18	a	173	b	t	1
152	a	239	b	t	105
51	a	151	b	t	5
53	a	144	b	t	5
0	a	74	b	t	0
0	a	217	b	t	0
29	a	53	b	t	2
52	a	167	b	t	5
136	a	191	b	t	103
73	a	295	b	t	7
223	a	277	b	t	202
145	a	269	b	t	104
268	a	297	b	t	206
128	a	273	b	t	102
82	a	128	b	t	8
182	a	186	b	t	108
46	a	243	b	t	4
10	a	268	b	t	1
25	a	124	b	t	2
166	a	268	b	t	106
37	a	76	b	t	3
37	a	272	b	t	3
44	a	112	b	t	4
150	a	177	b	t	105
77	a	138	b	t	7
173	a	287	b	t	107
110	a	272	b	t	101
138	a	257	b	t	103
166	a	243	b	t	106
115	a	299	b	t	101
115	a	273	b	t	101
76	a	77	b	t	7
76	a	221	b	t	7
25	a	266	b	t	2
107	a	176	b	t	100
52	a	287	b	t	5
153	a	307	b	t	105
65	a	289	b	t	6
28	a	29	b	t	2
6	a	209	b	t	0
121	a	296	b	t	102
144	a	145	b	t	104
80	a	270	b	t	8
176	a	273	b	t	107
28	a	145	b	t	2
231	a	304	b	t	203
9	a	121	b	t	0
136	a	178	b	t	103
28	a	187	b	t	2
28	a	134	b	t	2
28	a	121	b	t	2
28	a	269	b	t	2
26	a	28	b	t	2
6	a	127	b	t	0
6	a	272	b	t	0
28	a	79	b	t	2
28	a	169	b	t	2
28	a	63	b	t	2
28	a	67	b	t	2
56	a	151	b	t	5
181	a	268	b	t	108
13	a	202	b	t	1
107	a	303	b	t	100
49	a	110	b	t	4
16	a	228	b	t	1
2	a	16	b	t	0
264	a	283	b	t	206
81	a	200	b	t	8
67	a	116	b	t	6
231	a	242	b	t	203
6	a	303	b	t	0
56	a	166	b	t	5
56	a	260	b	t	5
56	a	243	b	t	5
34	a	56	b	t	3
151	a	181	b	t	105
242	a	268	b	t	204
128	a	303	b	t	102
79	a	216	b	t	7
73	a	254	b	t	7
4	a	12	b	t	0
34	a	243	b	t	3
228	a	273	b	t	202
180	a	266	b	t	108
7	a	218	b	t	0
7	a	25	b	t	0
182	a	280	b	t	108
59	a	62	b	t	5
152	a	307	b	t	105
121	a	215	b	t	102
199	a	215	b	t	109
18	a	215	b	t	1
183	a	215	b	t	108
215	a	296	b	t	201
156	a	215	b	t	105
215	a	246	b	t	201
154	a	272	b	t	105
25	a	224	b	t	2
25	a	268	b	t	2
81	a	290	b	t	8
94	a	259	b	t	9
10	a	242	b	t	1
20	a	242	b	t	2
37	a	128	b	t	3
37	a	115	b	t	3
107	a	273	b	t	100
107	a	115	b	t	100
137	a	242	b	t	103
240	a	268	b	t	204
175	a	289	b	t	107
226	a	268	b	t	202
183	a	246	b	t	108
32	a	289	b	t	3
1	a	188	b	t	0
199	a	296	b	t	109
67	a	296	b	t	6
97	a	218	b	t	9
218	a	267	b	t	201
151	a	240	b	t	105
99	a	157	b	t	9
228	a	256	b	t	202
90	a	175	b	t	9
28	a	52	b	t	2
49	a	127	b	t	4
13	a	99	b	t	1
206	a	242	b	t	200
165	a	253	b	t	106
250	a	253	b	t	205
1	a	26	b	t	0
26	a	188	b	t	2
224	a	288	b	t	202
104	a	287	b	t	100
65	a	248	b	t	6
253	a	293	b	t	205
127	a	128	b	t	102
58	a	208	b	t	5
0	a	205	b	t	0
273	a	303	b	t	207
136	a	211	b	t	103
58	a	259	b	t	5
58	a	90	b	t	5
32	a	222	b	t	3
25	a	181	b	t	2
6	a	273	b	t	0
214	a	296	b	t	201
121	a	214	b	t	102
95	a	178	b	t	9
257	a	272	b	t	205
115	a	176	b	t	101
90	a	289	b	t	9
56	a	232	b	t	5
13	a	243	b	t	1
78	a	245	b	t	7
78	a	182	b	t	7
242	a	308	b	t	204
272	a	303	b	t	207
56	a	181	b	t	5
47	a	72	b	t	4
186	a	245	b	t	108
50	a	186	b	t	5
103	a	193	b	t	100
32	a	175	b	t	3
26	a	144	b	t	2
1	a	215	b	t	0
151	a	224	b	t	105
127	a	272	b	t	102
231	a	268	b	t	203
129	a	268	b	t	102
200	a	268	b	t	200
151	a	268	b	t	105
193	a	268	b	t	109
111	a	268	b	t	101
103	a	268	b	t	100
268	a	304	b	t	206
268	a	293	b	t	206
82	a	127	b	t	8
6	a	82	b	t	0
210	a	303	b	t	201
175	a	252	b	t	107
224	a	294	b	t	202
218	a	253	b	t	201
231	a	262	b	t	203
25	a	232	b	t	2
178	a	211	b	t	107
95	a	211	b	t	9
3	a	228	b	t	0
3	a	300	b	t	0
3	a	105	b	t	0
2	a	3	b	t	0
3	a	127	b	t	0
3	a	256	b	t	0
53	a	79	b	t	5
166	a	224	b	t	106
46	a	224	b	t	4
218	a	224	b	t	201
224	a	232	b	t	202
224	a	267	b	t	202
111	a	224	b	t	101
224	a	243	b	t	202
224	a	240	b	t	202
13	a	224	b	t	1
39	a	182	b	t	3
80	a	264	b	t	8
97	a	268	b	t	9
138	a	176	b	t	103
76	a	257	b	t	7
16	a	49	b	t	1
58	a	94	b	t	5
211	a	220	b	t	201
56	a	129	b	t	5
94	a	208	b	t	9
122	a	294	b	t	102
72	a	143	b	t	7
67	a	287	b	t	6
183	a	296	b	t	108
6	a	49	b	t	0
128	a	154	b	t	102
46	a	111	b	t	4
100	a	294	b	t	100
222	a	289	b	t	202
13	a	181	b	t	1
88	a	118	b	t	8
88	a	177	b	t	8
181	a	267	b	t	108
14	a	88	b	t	1
175	a	270	b	t	107
18	a	214	b	t	1
16	a	154	b	t	1
25	a	231	b	t	2
143	a	270	b	t	104
117	a	151	b	t	101
46	a	171	b	t	4
72	a	264	b	t	7
94	a	264	b	t	9
38	a	264	b	t	3
58	a	264	b	t	5
31	a	264	b	t	3
10	a	83	b	t	1
3	a	209	b	t	0
49	a	176	b	t	4
193	a	288	b	t	109
155	a	224	b	t	105
113	a	224	b	t	101
224	a	242	b	t	202
181	a	224	b	t	108
26	a	169	b	t	2
199	a	214	b	t	109
11	a	132	b	t	1
132	a	168	b	t	103
101	a	205	b	t	100
13	a	46	b	t	1
99	a	171	b	t	9
1	a	28	b	t	0
75	a	143	b	t	7
143	a	160	b	t	104
143	a	248	b	t	104
90	a	143	b	t	9
143	a	264	b	t	104
94	a	143	b	t	9
96	a	143	b	t	9
85	a	143	b	t	8
47	a	143	b	t	4
143	a	178	b	t	104
73	a	143	b	t	7
143	a	175	b	t	104
95	a	143	b	t	9
32	a	143	b	t	3
38	a	143	b	t	3
80	a	143	b	t	8
143	a	252	b	t	104
23	a	143	b	t	2
143	a	191	b	t	104
143	a	254	b	t	104
42	a	143	b	t	4
136	a	143	b	t	103
143	a	295	b	t	104
143	a	289	b	t	104
143	a	211	b	t	104
15	a	143	b	t	1
103	a	224	b	t	100
224	a	266	b	t	202
224	a	304	b	t	202
51	a	185	b	t	5
111	a	193	b	t	101
103	a	290	b	t	100
252	a	270	b	t	205
189	a	252	b	t	108
91	a	224	b	t	9
7	a	109	b	t	0
121	a	169	b	t	102
214	a	269	b	t	201
52	a	214	b	t	5
16	a	128	b	t	1
155	a	231	b	t	105
207	a	265	b	t	200
68	a	207	b	t	6
258	a	303	b	t	205
16	a	82	b	t	1
120	a	275	b	t	102
14	a	275	b	t	1
82	a	273	b	t	8
99	a	293	b	t	9
148	a	150	b	t	104
133	a	268	b	t	103
127	a	273	b	t	102
13	a	218	b	t	1
167	a	287	b	t	106
173	a	215	b	t	107
232	a	294	b	t	203
185	a	232	b	t	108
7	a	240	b	t	0
6	a	154	b	t	0
154	a	228	b	t	105
69	a	154	b	t	6
154	a	251	b	t	105
154	a	194	b	t	105
154	a	300	b	t	105
105	a	154	b	t	100
2	a	154	b	t	0
154	a	247	b	t	105
127	a	154	b	t	102
154	a	256	b	t	105
27	a	154	b	t	2
82	a	154	b	t	8
154	a	209	b	t	105
154	a	303	b	t	105
17	a	154	b	t	1
112	a	290	b	t	101
205	a	302	b	t	200
79	a	144	b	t	7
7	a	155	b	t	0
6	a	228	b	t	0
209	a	228	b	t	200
37	a	176	b	t	3
107	a	228	b	t	100
228	a	303	b	t	202
117	a	266	b	t	101
46	a	231	b	t	4
9	a	199	b	t	0
1	a	199	b	t	0
199	a	246	b	t	109
46	a	193	b	t	4
121	a	199	b	t	102
232	a	304	b	t	203
232	a	297	b	t	203
99	a	232	b	t	9
232	a	293	b	t	203
28	a	246	b	t	2
13	a	229	b	t	1
4	a	199	b	t	0
28	a	287	b	t	2
155	a	218	b	t	105
218	a	304	b	t	201
7	a	232	b	t	0
7	a	288	b	t	0
7	a	231	b	t	0
7	a	290	b	t	0
7	a	97	b	t	0
7	a	181	b	t	0
7	a	133	b	t	0
7	a	267	b	t	0
3	a	251	b	t	0
3	a	161	b	t	0
6	a	107	b	t	0
103	a	113	b	t	100
103	a	218	b	t	100
81	a	103	b	t	8
97	a	103	b	t	9
103	a	293	b	t	100
7	a	224	b	t	0
157	a	293	b	t	105
113	a	157	b	t	101
239	a	306	b	t	203
167	a	187	b	t	106
2	a	228	b	t	0
222	a	252	b	t	202
117	a	224	b	t	101
13	a	288	b	t	1
3	a	210	b	t	0
1	a	246	b	t	0
56	a	57	b	t	5
47	a	211	b	t	4
28	a	116	b	t	2
78	a	204	b	t	7
28	a	167	b	t	2
136	a	175	b	t	103
69	a	115	b	t	6
25	a	129	b	t	2
232	a	288	b	t	203
109	a	232	b	t	100
129	a	181	b	t	102
12	a	274	b	t	1
88	a	92	b	t	8
37	a	230	b	t	3
37	a	300	b	t	3
37	a	247	b	t	3
28	a	173	b	t	2
28	a	183	b	t	2
267	a	288	b	t	206
252	a	264	b	t	205
12	a	18	b	t	1
153	a	213	b	t	105
72	a	254	b	t	7
6	a	221	b	t	0
82	a	209	b	t	8
7	a	117	b	t	0
62	a	152	b	t	6
207	a	223	b	t	200
210	a	221	b	t	201
247	a	300	b	t	204
69	a	303	b	t	6
27	a	257	b	t	2
268	a	298	b	t	206
229	a	268	b	t	202
70	a	223	b	t	7
115	a	272	b	t	101
99	a	218	b	t	9
218	a	279	b	t	201
171	a	262	b	t	107
171	a	267	b	t	107
246	a	296	b	t	204
10	a	24	b	t	1
146	a	298	b	t	104
64	a	224	b	t	6
220	a	289	b	t	202
68	a	277	b	t	6
82	a	284	b	t	8
43	a	154	b	t	4
81	a	164	b	t	8
109	a	288	b	t	100
149	a	158	b	t	104
5	a	149	b	t	0
31	a	32	b	t	3
124	a	129	b	t	102
217	a	255	b	t	201
121	a	246	b	t	102
66	a	88	b	t	6
218	a	232	b	t	201
30	a	232	b	t	3
30	a	117	b	t	3
30	a	268	b	t	3
29	a	145	b	t	2
67	a	274	b	t	6
57	a	231	b	t	5
108	a	232	b	t	100
72	a	178	b	t	7
115	a	247	b	t	101
49	a	115	b	t	4
1	a	4	b	t	0
243	a	268	b	t	204
34	a	129	b	t	3
129	a	288	b	t	102
95	a	254	b	t	9
1	a	183	b	t	0
34	a	124	b	t	3
67	a	79	b	t	6
191	a	254	b	t	109
264	a	289	b	t	206
253	a	268	b	t	205
253	a	262	b	t	205
253	a	267	b	t	205
129	a	151	b	t	102
223	a	265	b	t	202
108	a	294	b	t	100
224	a	231	b	t	202
224	a	293	b	t	202
116	a	246	b	t	101
25	a	133	b	t	2
247	a	257	b	t	204
199	a	274	b	t	109
25	a	34	b	t	2
24	a	103	b	t	2
231	a	232	b	t	203
46	a	166	b	t	4
129	a	224	b	t	102
16	a	127	b	t	1
37	a	303	b	t	3
56	a	224	b	t	5
133	a	232	b	t	103
67	a	216	b	t	6
273	a	284	b	t	207
115	a	284	b	t	101
121	a	183	b	t	102
112	a	231	b	t	101
52	a	241	b	t	5
173	a	183	b	t	107
215	a	269	b	t	201
151	a	218	b	t	105
25	a	117	b	t	2
18	a	246	b	t	1
239	a	292	b	t	203
175	a	264	b	t	107
252	a	295	b	t	205
263	a	277	b	t	206
106	a	263	b	t	100
68	a	263	b	t	6
70	a	263	b	t	7
207	a	263	b	t	200
263	a	291	b	t	206
86	a	263	b	t	8
62	a	213	b	t	6
220	a	222	b	t	202
189	a	248	b	t	108
6	a	37	b	t	0
37	a	228	b	t	3
37	a	107	b	t	3
16	a	37	b	t	1
37	a	105	b	t	3
37	a	127	b	t	3
37	a	82	b	t	3
37	a	138	b	t	3
134	a	287	b	t	103
68	a	106	b	t	6
28	a	215	b	t	2
174	a	242	b	t	107
12	a	134	b	t	1
44	a	290	b	t	4
34	a	260	b	t	3
38	a	136	b	t	3
171	a	268	b	t	107
178	a	220	b	t	107
75	a	220	b	t	7
44	a	81	b	t	4
137	a	268	b	t	103
117	a	181	b	t	101
175	a	191	b	t	107
1	a	121	b	t	0
210	a	258	b	t	201
299	a	303	b	t	209
175	a	254	b	t	107
51	a	260	b	t	5
130	a	267	b	t	103
129	a	218	b	t	102
23	a	41	b	t	2
46	a	293	b	t	4
218	a	261	b	t	201
218	a	240	b	t	201
55	a	220	b	t	5
160	a	220	b	t	106
47	a	220	b	t	4
95	a	220	b	t	9
38	a	220	b	t	3
220	a	252	b	t	202
41	a	220	b	t	4
6	a	69	b	t	0
6	a	76	b	t	0
6	a	27	b	t	0
6	a	230	b	t	0
6	a	176	b	t	0
6	a	251	b	t	0
6	a	194	b	t	0
6	a	16	b	t	0
6	a	105	b	t	0
2	a	6	b	t	0
6	a	247	b	t	0
6	a	128	b	t	0
6	a	256	b	t	0
6	a	284	b	t	0
6	a	17	b	t	0
6	a	138	b	t	0
6	a	257	b	t	0
6	a	77	b	t	0
6	a	115	b	t	0
6	a	299	b	t	0
226	a	231	b	t	202
2	a	230	b	t	0
46	a	268	b	t	4
255	a	270	b	t	205
1	a	18	b	t	0
306	a	307	b	t	300
267	a	294	b	t	206
157	a	267	b	t	105
231	a	267	b	t	203
267	a	305	b	t	206
267	a	298	b	t	206
133	a	267	b	t	103
95	a	191	b	t	9
95	a	175	b	t	9
47	a	175	b	t	4
130	a	229	b	t	103
80	a	175	b	t	8
25	a	56	b	t	2
187	a	287	b	t	108
241	a	287	b	t	204
175	a	178	b	t	107
8	a	224	b	t	0
191	a	264	b	t	109
224	a	297	b	t	202
121	a	167	b	t	102
18	a	121	b	t	1
121	a	287	b	t	102
67	a	121	b	t	6
121	a	281	b	t	102
49	a	303	b	t	4
46	a	267	b	t	4
12	a	214	b	t	1
124	a	231	b	t	102
23	a	72	b	t	2
23	a	175	b	t	2
41	a	175	b	t	4
13	a	232	b	t	1
12	a	296	b	t	1
213	a	307	b	t	201
9	a	18	b	t	0
46	a	83	b	t	4
32	a	162	b	t	3
32	a	47	b	t	3
32	a	178	b	t	3
32	a	95	b	t	3
32	a	80	b	t	3
32	a	270	b	t	3
32	a	191	b	t	3
32	a	254	b	t	3
32	a	136	b	t	3
80	a	191	b	t	8
59	a	239	b	t	5
162	a	191	b	t	106
94	a	252	b	t	9
157	a	224	b	t	105
193	a	224	b	t	109
130	a	288	b	t	103
117	a	242	b	t	101
82	a	257	b	t	8
52	a	215	b	t	5
99	a	224	b	t	9
115	a	128	b	t	101
73	a	95	b	t	7
174	a	224	b	t	107
138	a	272	b	t	103
116	a	135	b	t	101
44	a	288	b	t	4
153	a	195	b	t	105
107	a	247	b	t	100
152	a	195	b	t	105
195	a	307	b	t	109
272	a	284	b	t	207
59	a	195	b	t	5
62	a	195	b	t	6
111	a	124	b	t	101
6	a	210	b	t	0
7	a	151	b	t	0
98	a	195	b	t	9
195	a	239	b	t	109
195	a	213	b	t	109
195	a	306	b	t	109
2	a	138	b	t	0
232	a	244	b	t	203
10	a	224	b	t	1
222	a	264	b	t	202
155	a	240	b	t	105
10	a	212	b	t	1
77	a	284	b	t	7
79	a	287	b	t	7
281	a	287	b	t	208
0	a	123	b	t	0
26	a	227	b	t	2
0	a	302	b	t	0
157	a	171	b	t	105
218	a	293	b	t	201
221	a	228	b	t	202
44	a	218	b	t	4
136	a	252	b	t	103
24	a	125	b	t	2
127	a	303	b	t	102
39	a	50	b	t	3
127	a	256	b	t	102
127	a	221	b	t	102
44	a	97	b	t	4
56	a	185	b	t	5
38	a	47	b	t	3
80	a	289	b	t	8
207	a	291	b	t	200
142	a	290	b	t	104
115	a	127	b	t	101
145	a	287	b	t	104
79	a	214	b	t	7
157	a	268	b	t	105
268	a	279	b	t	206
248	a	252	b	t	204
174	a	268	b	t	107
212	a	242	b	t	201
44	a	185	b	t	4
44	a	137	b	t	4
44	a	260	b	t	4
44	a	51	b	t	4
44	a	198	b	t	4
44	a	244	b	t	4
49	a	138	b	t	4
108	a	288	b	t	100
108	a	142	b	t	100
4	a	18	b	t	0
108	a	124	b	t	100
29	a	269	b	t	2
29	a	79	b	t	2
29	a	63	b	t	2
29	a	144	b	t	2
29	a	67	b	t	2
29	a	214	b	t	2
268	a	294	b	t	206
118	a	158	b	t	101
5	a	118	b	t	0
51	a	240	b	t	5
166	a	171	b	t	106
80	a	254	b	t	8
178	a	270	b	t	107
211	a	270	b	t	201
208	a	270	b	t	200
51	a	290	b	t	5
104	a	274	b	t	100
128	a	256	b	t	102
125	a	224	b	t	102
24	a	224	b	t	2
297	a	298	b	t	209
136	a	208	b	t	103
226	a	232	b	t	202
25	a	226	b	t	2
16	a	107	b	t	1
240	a	288	b	t	204
133	a	266	b	t	103
152	a	292	b	t	105
16	a	230	b	t	1
16	a	176	b	t	1
127	a	257	b	t	102
76	a	176	b	t	7
129	a	231	b	t	102
108	a	218	b	t	100
107	a	221	b	t	100
138	a	303	b	t	103
180	a	240	b	t	108
46	a	180	b	t	4
72	a	175	b	t	7
57	a	155	b	t	5
106	a	223	b	t	100
166	a	240	b	t	106
281	a	296	b	t	208
111	a	231	b	t	101
43	a	284	b	t	4
201	a	224	b	t	200
45	a	108	b	t	4
58	a	87	b	t	5
37	a	69	b	t	3
107	a	127	b	t	100
49	a	107	b	t	4
69	a	299	b	t	6
46	a	240	b	t	4
26	a	33	b	t	2
97	a	290	b	t	9
7	a	293	b	t	0
126	a	221	b	t	102
83	a	212	b	t	8
12	a	52	b	t	1
62	a	307	b	t	6
221	a	272	b	t	202
176	a	272	b	t	107
48	a	268	b	t	4
124	a	268	b	t	102
222	a	254	b	t	202
27	a	176	b	t	2
181	a	231	b	t	108
151	a	232	b	t	105
256	a	272	b	t	205
32	a	73	b	t	3
151	a	294	b	t	105
151	a	293	b	t	105
12	a	79	b	t	1
52	a	121	b	t	5
50	a	245	b	t	5
145	a	215	b	t	104
215	a	287	b	t	201
130	a	298	b	t	103
29	a	169	b	t	2
27	a	273	b	t	2
128	a	221	b	t	102
221	a	256	b	t	202
221	a	273	b	t	202
82	a	221	b	t	8
18	a	167	b	t	1
107	a	210	b	t	100
36	a	267	b	t	3
56	a	99	b	t	5
198	a	229	b	t	109
151	a	298	b	t	105
8	a	46	b	t	0
174	a	308	b	t	107
129	a	304	b	t	102
64	a	229	b	t	6
288	a	308	b	t	208
201	a	243	b	t	200
181	a	298	b	t	108
8	a	253	b	t	0
97	a	304	b	t	9
99	a	133	b	t	9
35	a	242	b	t	3
13	a	109	b	t	1
111	a	200	b	t	101
91	a	279	b	t	9
201	a	279	b	t	200
46	a	113	b	t	4
7	a	166	b	t	0
36	a	193	b	t	3
108	a	293	b	t	100
